Time (milliseconds),time,accelleration,x_accelleration,y_accelleration,z_accelleration,altitude
484160,484.132,10.27579,-9.88848,-1.72656,2.19744,416.3404
484233,484.204,4.661474,-4.55184,0.7848001,-0.62784,415.8173
484268,484.24,10.62354,-7.691041,-5.02272,-5.33664,416.7711
484304,484.276,11.96402,-9.417601,-6.43536,-3.61008,416.4039
484340,484.312,5.929266,-5.4936,-1.41264,-1.72656,417.2309
484415,484.384,6.607252,-4.08096,-2.19744,-4.7088,418.3882
484453,484.424,8.719407,-5.80752,-2.19744,-6.12144,418.3248
484488,484.46,7.961757,-4.23792,-3.1392,-5.96448,418.9775
484524,484.496,7.496381,-4.7088,-2.3544,-5.33664,419.1069
484561,484.532,10.50812,-3.29616,-3.29616,-9.417601,419.0409
484633,484.604,12.04815,-6.2784,-2.19744,-10.04544,419.6301
484668,484.64,11.98357,-7.37712,-2.51136,-9.103681,418.6286
484704,484.676,13.96238,-9.88848,-1.5696,-9.731521,418.7555
484740,484.712,13.69156,-8.946721,0.31392,-10.35936,418.996
484812,484.784,9.388781,-8.31888,-1.88352,-3.924,419.3447
484848,484.82,9.260641,-6.59232,-0.94176,-6.43536,418.6286
484885,484.856,7.857412,-5.65056,-1.72656,-5.17968,418.4543
484921,484.892,8.87067,-5.80752,-1.88352,-6.43536,418.996
485113,485.084,9.610517,-5.33664,-2.66832,-7.53408,418.9775
485149,485.12,9.879757,-5.80752,-2.66832,-7.53408,418.737
485184,485.156,9.808431,-5.65056,-3.1392,-7.37712,419.564
485220,485.192,12.56465,-8.475841,-3.76704,-8.475841,417.91
485256,485.228,11.8523,-10.51632,-4.23792,-3.45312,417.149
485331,485.3,12.07776,-10.04544,-3.61008,-5.65056,418.2773
485368,485.34,14.329,-13.02768,-4.86576,-3.45312,418.2773
485404,485.376,10.30452,-8.632801,-2.82528,-4.86576,418.5177
485442,485.412,9.365135,-7.848001,-3.76704,-3.45312,418.2773
485517,485.488,8.240026,-6.90624,-4.08096,-1.88352,418.0394
485553,485.524,8.40579,-6.90624,-4.08096,-2.51136,417.9285
485589,485.56,7.792871,-6.2784,-3.76704,-2.66832,417.3868
485624,485.596,8.344015,-5.65056,-6.12144,0.47088,418.2773
485697,485.668,9.345384,-4.55184,-8.161921,0.0,418.5626
485733,485.704,8.272849,-3.1392,-7.37712,-2.04048,418.2588
485768,485.74,9.918332,-3.1392,-8.31888,-4.39488,419.1518
485804,485.776,12.16314,-2.51136,-7.848001,-8.946721,418.5441
485841,485.812,9.887235,-2.51136,-8.789761,-3.76704,419.1333
485912,485.884,12.73602,-2.82528,-11.61504,-4.39488,420.5787
485948,485.92,12.57542,-2.98224,-11.45808,-4.23792,420.3382
485984,485.956,10.67674,-4.23792,-8.31888,-5.17968,419.7516
486021,485.992,10.1297,-3.76704,-7.848001,-5.17968,420.8825
486092,486.064,7.983388,-0.47088,-6.74928,-4.23792,420.9459
486128,486.1,7.896508,-1.09872,-6.12144,-4.86576,420.1163
486164,486.136,8.155882,-1.5696,-5.96448,-5.33664,420.5945
486201,486.172,7.954018,-1.5696,-5.96448,-5.02272,419.6406
486273,486.244,8.145302,-0.31392,-6.2784,-5.17968,420.5945
486308,486.28,8.798165,-0.47088,-6.59232,-5.80752,421.2498
486344,486.316,8.774331,-1.41264,-6.2784,-5.96448,421.7915
486380,486.352,9.44894,-1.25568,-7.22016,-5.96448,421.2022
486452,486.424,11.24211,-2.04048,-8.632801,-6.90624,421.2022
486488,486.46,11.27274,-2.82528,-8.31888,-7.0632,421.0913
486525,486.496,12.78718,-1.72656,-8.475841,-9.417601,420.4386
486569,486.54,12.40977,-2.04048,-8.00496,-9.260641,421.1547
486606,486.576,11.50636,-2.82528,-7.0632,-8.632801,420.9829
486680,486.652,11.13974,-3.45312,-6.74928,-8.161921,421.2842
486717,486.688,9.843533,-4.23792,-4.7088,-7.53408,420.6315
486752,486.724,10.29375,-3.29616,-5.33664,-8.161921,420.8719
486789,486.76,9.106386,-2.66832,-4.86576,-7.22016,420.9353
486860,486.832,7.407116,-1.09872,-5.17968,-5.17968,420.9829
486899,486.868,7.529174,-0.62784,-4.55184,-5.96448,420.6315
486937,486.908,7.458491,-1.72656,-4.55184,-5.65056,420.5205
486973,486.944,8.031078,-1.88352,-3.924,-6.74928,421.2392
487044,487.016,8.908086,-0.94176,-4.39488,-7.691041,420.1717
487080,487.052,10.68827,-2.19744,-4.55184,-9.417601,420.9988
487117,487.088,11.73847,-1.88352,-6.74928,-9.417601,420.8059
487153,487.124,11.45378,-0.31392,-6.2784,-9.57456,420.9988
487224,487.196,10.4151,0.47088,-5.80752,-8.632801,421.9553
487260,487.232,9.948095,-0.62784,-6.2784,-7.691041,419.823
487297,487.268,8.710927,-0.94176,-5.96448,-6.2784,419.9339
487333,487.304,8.231052,0.31392,-6.12144,-5.4936,415.1065
487368,487.34,9.507424,0.62784,-5.96448,-7.37712,416.3669
487440,487.412,8.800964,0.31392,-5.02272,-7.22016,421.6144
487477,487.448,7.362077,0.31392,-4.7088,-5.65056,416.6734
487513,487.484,8.968722,0.0,-4.86576,-7.53408,417.7911
487548,487.52,7.770709,0.15696,-5.4936,-5.4936,420.4492
487621,487.592,8.504858,0.62784,-5.33664,-6.59232,423.0175
487657,487.628,10.1758,0.7848001,-5.80752,-8.31888,422.4837
487692,487.664,10.00366,-0.31392,-7.37712,-6.74928,421.7888
487728,487.7,10.46112,-2.66832,-6.74928,-7.53408,421.0384
487764,487.736,11.46883,-2.66832,-7.0632,-8.632801,421.8047
487836,487.808,13.08806,-2.51136,-6.90624,-10.83024,421.7968
487873,487.844,10.67559,-4.23792,-5.65056,-8.00496,420.8825
487910,487.88,11.64152,-3.45312,-5.65056,-9.57456,421.4427
487948,487.92,10.84388,-4.08096,-4.86576,-8.789761,421.2445
488020,487.992,9.717587,-3.1392,-4.23792,-8.161921,421.5246
488057,488.028,8.104367,-2.98224,-4.39488,-6.12144,420.8746
488093,488.064,6.778419,-2.19744,-2.3544,-5.96448,421.3132
488128,488.1,8.679761,-2.3544,-3.61008,-7.53408,420.5232
488308,488.28,9.900929,-4.23792,-7.0632,-5.4936,419.815
488344,488.316,12.49682,-6.43536,-6.74928,-8.31888,419.9841
488381,488.352,11.72377,-7.0632,-8.632801,-3.61008,419.5667
488417,488.388,11.15742,-4.7088,-6.74928,-7.53408,419.9392
488454,488.424,11.18498,-5.33664,-6.12144,-7.691041,420.0687
488528,488.5,10.59102,-3.76704,-2.51136,-9.57456,421.9156
488565,488.536,9.26596,-3.45312,-3.1392,-8.00496,421.7386
488601,488.572,9.883496,-3.29616,-5.02272,-7.848001,421.5299
488635,488.608,10.23254,-2.98224,-2.66832,-9.417601,421.6646
488708,488.68,7.887143,-0.62784,-3.45312,-7.0632,421.5933
488745,488.716,7.233796,-0.94176,-2.82528,-6.59232,421.5933
488780,488.752,8.914997,-1.41264,-3.29616,-8.161921,421.728
488816,488.788,9.373023,-1.5696,-3.29616,-8.632801,420.938
488888,488.86,8.669821,-0.47088,-3.29616,-8.00496,421.6884
488924,488.896,9.521666,-0.62784,-1.25568,-9.417601,421.4823
488961,488.932,8.467116,-1.72656,-2.66832,-7.848001,421.0358
488996,488.968,9.711246,-4.39488,-6.2784,-5.96448,420.8297
489068,489.04,11.69326,-7.22016,-5.4936,-7.37712,420.5892
489105,489.076,13.27867,-8.161921,-9.103681,-5.17968,420.1083
489142,489.112,14.32642,-9.57456,-7.37712,-7.691041,419.4583
489176,489.148,11.15521,-9.260641,-4.23792,-4.55184,419.0461
489213,489.184,10.68251,-8.161921,-3.45312,-5.96448,418.9801
489285,489.256,11.85542,-10.2024,-5.96448,0.94176,418.2931
489321,489.292,9.493161,-8.161921,-4.23792,-2.3544,418.4649
489356,489.328,10.25539,-9.731521,-3.1392,-0.7848001,418.2588
489392,489.364,9.403201,-8.475841,-1.88352,3.61008,417.9496
489465,489.436,10.41628,-9.103681,-5.02272,0.62784,419.4266
489501,489.472,7.148146,-6.74928,-1.88352,-1.41264,418.9827
489537,489.508,7.542251,-6.43536,-1.88352,-3.45312,418.5045
489572,489.544,10.36174,-9.88848,-2.66832,-1.5696,418.4331
489645,489.616,10.11631,-10.04544,-0.47088,1.09872,418.6049
489680,489.652,12.1682,-11.92896,-0.47088,2.3544,419.1888
489717,489.688,13.59132,-13.18464,-0.15696,3.29616,419.2945
489753,489.724,13.06262,-12.71376,-2.19744,-2.04048,419.0884
489804,489.776,10.62006,-10.51632,-1.25568,-0.7848001,418.885
489853,489.824,9.224656,-8.946721,0.47088,-2.19744,419.8124
489888,489.86,8.488911,-8.475841,-0.47088,0.0,419.8124
489927,489.896,6.344758,-6.2784,-0.7848001,-0.47088,423.5803
489964,489.936,8.8526,-8.475841,-0.47088,-2.51136,424.5051
490037,490.008,5.547154,-4.23792,-2.19744,-2.82528,431.6339
490072,490.044,6.838126,-4.86576,-3.76704,-2.98224,431.4622
490108,490.08,7.264383,-5.96448,-2.04048,-3.61008,429.6152
490144,490.116,7.582972,-6.43536,-2.04048,-3.45312,428.8094
490216,490.188,8.674082,-7.691041,-2.04048,-3.45312,425.6941
490253,490.224,8.993411,-7.691041,-3.29616,-3.29616,421.9156
490288,490.26,9.490566,-8.475841,-1.25568,-4.08096,420.5549
490324,490.296,9.251325,-8.632801,-1.09872,-3.1392,420.5866
490397,490.368,10.78922,-9.417601,0.94176,-5.17968,419.564
490433,490.404,10.71935,-9.103681,3.1392,-4.7088,419.7014
490468,490.44,11.99795,-11.14416,3.29616,-2.98224,420.1321
490504,490.476,11.62034,-9.260641,6.2784,-3.1392,419.3843
490540,490.512,12.21669,-10.83024,5.65056,0.15696,418.6551
490613,490.584,10.06015,-6.59232,4.7088,5.96448,419.2866
490648,490.62,8.60994,-6.90624,1.09872,5.02272,419.2496
490684,490.656,9.452849,-5.80752,1.09872,7.37712,418.9167
490720,490.692,10.90392,-4.86576,-4.23792,8.789761,417.9311
490793,490.764,8.830308,-5.4936,0.31392,6.90624,417.9496
490829,490.8,13.2666,-7.53408,3.45312,10.35936,418.449
490864,490.836,8.996151,-6.2784,0.31392,6.43536,417.7462
490900,490.872,10.55607,-5.4936,1.09872,8.946721,417.9311
490937,490.908,11.01967,-5.96448,0.31392,9.260641,417.7065
491009,490.98,9.211293,-4.08096,-1.25568,8.161921,417.6933
491044,491.016,12.60478,-3.61008,-1.88352,11.92896,418.0447
491080,491.052,13.90669,-2.3544,-3.1392,13.3416,417.4344
491116,491.088,10.62702,-2.19744,-5.02272,9.103681,417.8624
491189,491.16,9.764376,-2.3544,-4.23792,8.475841,418.3512
491224,491.196,13.51862,-1.72656,-6.12144,11.92896,418.1504
491260,491.232,9.547503,-1.5696,-5.65056,7.53408,418.0262
491297,491.268,10.30093,-0.7848001,-6.43536,8.00496,417.1992
491491,491.46,8.725057,-6.43536,-3.924,4.39488,417.1992
491529,491.5,9.773203,-7.53408,-3.45312,5.17968,417.4846
491564,491.536,12.484,-6.59232,-4.55184,9.57456,417.363
491600,491.572,13.26846,-7.37712,-4.55184,10.04544,418.1319
491636,491.608,10.19757,-8.00496,-2.82528,5.65056,417.4344
491709,491.68,8.757468,-8.161921,-0.47088,3.1392,417.696
491746,491.716,9.464571,-6.2784,-1.5696,6.90624,417.503
491784,491.756,9.441115,-6.90624,-0.15696,6.43536,417.2151
491820,491.792,9.056198,-7.53408,0.15696,5.02272,416.7579
491893,491.864,7.035241,-5.80752,-1.25568,3.76704,416.9772
491930,491.9,8.723644,-5.33664,-2.04048,6.59232,416.9297
491968,491.94,6.315568,-5.80752,-0.7848001,2.3544,417.873
492005,491.976,6.596056,-4.23792,-2.19744,4.55184,417.7277
492040,492.012,9.455457,-5.33664,-2.04048,7.53408,418.1636
492113,492.084,9.219314,-0.7848001,-5.02272,7.691041,417.1807
492156,492.128,11.76363,0.47088,-6.59232,9.731521,417.0644
492192,492.164,15.69129,-1.09872,-5.65056,14.59728,416.9218
492228,492.2,10.19515,0.47088,-4.86576,8.946721,416.7077
492300,492.272,10.04789,2.66832,-7.37712,6.2784,417.2679
492336,492.308,11.39772,3.45312,-8.632801,6.59232,417.3921
492372,492.344,10.64555,4.39488,-8.475841,4.7088,417.6616
492408,492.38,11.34464,5.33664,-7.53408,6.59232,416.4858
492481,492.452,11.45486,6.43536,-8.475841,4.23792,417.3604
492516,492.488,9.083361,5.17968,-7.22016,1.88352,416.8795
492552,492.524,10.84956,6.90624,-7.691041,3.29616,417.4159
492589,492.56,9.203265,7.0632,-5.17968,2.82528,416.4541
492625,492.596,8.719407,4.55184,-7.37712,0.94176,416.4805
492696,492.668,7.428703,3.76704,-6.2784,1.25568,416.5122
492732,492.704,9.239333,6.74928,-6.2784,0.62784,416.0313
492768,492.74,8.533776,5.33664,-6.59232,-0.94176,416.6813
492805,492.776,8.835886,5.80752,-6.59232,-0.94176,416.5122
492876,492.848,10.65133,6.2784,-8.31888,-2.19744,416.8504
492912,492.884,11.37933,6.59232,-8.475841,-3.76704,415.5504
492950,492.92,10.49756,6.43536,-7.22016,-4.08096,416.8213
492989,492.96,12.26399,7.22016,-9.103681,-3.924,416.4805
493024,492.996,11.25525,7.848001,-6.43536,-4.86576,416.3404
493096,493.068,11.30657,7.691041,-5.02272,-6.59232,417.0195
493133,493.104,9.913363,7.848001,-3.1392,-5.17968,417.4026
493169,493.14,9.26596,7.848001,-1.88352,-4.55184,417.474
493205,493.176,9.6591,8.00496,-2.3544,-4.86576,417.3313
493276,493.248,7.998802,4.08096,-5.65056,-3.924,416.9191
493313,493.284,6.274476,5.33664,-1.41264,-2.98224,417.1622
493349,493.32,10.90166,8.161921,-4.08096,-5.96448,416.7526
493385,493.356,8.719407,5.80752,-6.43536,-0.94176,416.7526
493456,493.428,10.22652,8.632801,-2.19744,-5.02272,417.0195
493493,493.464,11.28039,9.417601,-2.19744,-5.80752,417.6695
493529,493.5,10.7067,8.475841,-3.29616,-5.65056,417.26
493565,493.536,12.10222,8.789761,0.0,-8.31888,418.1795
493600,493.572,8.927423,7.0632,-1.72656,-5.17968,417.8677
493673,493.644,8.924664,3.61008,3.1392,-7.53408,418.4781
493709,493.68,13.91466,4.86576,-0.47088,-13.02768,420.6289
493745,493.716,11.05538,3.76704,2.66832,-10.04544,421.0675
493780,493.752,11.56189,2.98224,3.29616,-10.67328,420.6553
493853,493.824,10.50929,2.66832,2.3544,-9.88848,420.827
493889,493.86,10.46936,3.45312,3.45312,-9.260641,420.4148
493924,493.896,10.43637,2.19744,2.51136,-9.88848,420.7557
493960,493.932,8.122585,3.29616,1.72656,-7.22016,421.0675
493996,493.968,8.803762,3.76704,2.98224,-7.37712,420.9248
494068,494.04,9.224656,4.23792,2.82528,-7.691041,420.6447
494105,494.076,8.578406,2.3544,2.98224,-7.691041,420.9459
494140,494.112,12.43654,3.45312,2.04048,-11.772,421.3845
494177,494.148,19.53569,3.924,2.3544,-18.99216,422.0953
494249,494.22,11.46345,-0.31392,0.15696,-11.45808,422.0557
494285,494.256,12.43654,-0.15696,0.94176,-12.39984,421.7756
494320,494.292,12.34009,-0.62784,1.41264,-12.24288,421.6038
494356,494.328,12.50667,-1.72656,1.88352,-12.24288,421.3951
494431,494.4,14.22979,-0.7848001,3.924,-13.65552,421.4638
494470,494.44,10.28178,-1.41264,4.23792,-9.260641,421.8073
494508,494.48,11.0286,0.0,4.55184,-10.04544,421.5642
494544,494.516,12.70795,-0.15696,3.924,-12.08592,420.605
494580,494.552,8.035678,1.25568,3.29616,-7.22016,421.4955
494760,494.732,11.17176,-2.98224,7.691041,-7.53408,421.411
494797,494.768,11.79917,-4.55184,7.37712,-8.00496,422.1323
494833,494.804,8.621377,-3.45312,7.37712,-2.82528,422.5419
494868,494.84,11.4527,-5.96448,7.22016,-6.59232,420.9301
494940,494.912,10.91973,-4.7088,5.02272,-8.475841,422.4018
494977,494.948,12.86689,-5.02272,6.2784,-10.04544,420.4492
495015,494.984,10.89375,-5.02272,8.161921,-5.17968,420.4175
495052,495.024,13.42719,-7.22016,8.00496,-8.00496,420.177
495088,495.06,7.35873,-3.45312,5.17968,-3.924,419.4583
495161,495.132,10.08705,-7.37712,5.65056,-3.924,420.2854
495196,495.168,9.899685,-7.37712,6.2784,-2.04048,419.2232
495232,495.204,10.78579,-6.43536,8.632801,-0.62784,419.7358
495268,495.24,10.80861,-4.7088,9.260641,-2.98224,418.6736
495340,495.312,9.861036,-5.80752,6.74928,-4.23792,417.9523
495377,495.348,9.409749,-6.43536,6.74928,-1.25568,417.3419
495413,495.384,13.91023,-7.37712,2.04048,-11.61504,416.7606
495448,495.42,9.998734,-5.4936,7.53408,3.61008,416.0419
495521,495.492,10.85183,-6.59232,7.22016,4.7088,416.7209
495557,495.528,10.19757,-5.96448,6.90624,4.55184,416.7526
495593,495.564,10.48465,-4.7088,8.00496,4.86576,416.5835
495628,495.6,12.43654,-3.61008,8.946721,7.848001,416.684
495664,495.636,12.55091,-3.29616,8.946721,8.161921,415.9335
495738,495.708,11.23553,-5.02272,7.848001,6.2784,417.1252
495775,495.748,10.07238,-2.98224,8.00496,5.33664,416.2665
495812,495.784,11.50207,-4.86576,6.2784,8.31888,416.2665
495848,495.82,6.139524,-4.39488,1.72656,3.924,416.2665
495921,495.892,9.616923,-5.80752,7.53408,1.41264,415.9864
495959,495.928,11.64152,-7.22016,8.31888,3.76704,415.5055
495996,495.968,11.43656,-4.7088,8.31888,6.2784,415.7116
496032,496.004,11.6161,-5.17968,9.103681,5.02272,415.1277
496068,496.04,12.51159,-5.02272,11.14416,2.66832,414.8899
496141,496.112,12.25997,-3.76704,11.45808,-2.19744,415.6403
496176,496.148,18.21953,-2.66832,9.88848,15.06816,415.812
496212,496.184,8.97147,-0.47088,8.946721,-0.47088,416.2929
496249,496.22,7.247406,-3.1392,5.33664,-3.76704,416.2929
496321,496.292,11.01631,-0.7848001,10.9872,-0.15696,416.0207
496356,496.328,7.393799,0.15696,7.37712,-0.47088,416.499
496392,496.364,6.469724,2.04048,6.12144,-0.47088,416.0894
496428,496.4,8.659869,3.76704,5.96448,-5.02272,416.5703
496464,496.436,12.88602,7.53408,7.848001,-6.90624,415.9177
496536,496.508,12.03792,2.3544,9.57456,-6.90624,415.6482
496572,496.544,12.01334,3.29616,9.260641,-6.90624,415.3047
496608,496.58,12.87168,2.3544,8.789761,-9.103681,416.2665
496645,496.616,10.59218,0.47088,8.946721,-5.65056,415.7856
496716,496.688,11.3685,-1.09872,10.35936,-4.55184,415.6852
496752,496.724,10.92085,-0.15696,10.35936,-3.45312,416.8848
496788,496.76,12.21669,0.15696,10.83024,-5.65056,416.3034
496825,496.796,9.382218,1.09872,7.848001,-5.02272,416.063
496896,496.868,11.24868,-0.62784,10.04544,-5.02272,416.5439
496932,496.904,10.47171,-0.15696,10.2024,-2.3544,416.063
496968,496.94,11.10541,-0.7848001,10.35936,-3.924,415.8252
497005,496.976,8.571223,0.7848001,7.22016,-4.55184,416.2031
497040,497.012,8.931562,0.47088,7.848001,-4.23792,416.0313
497112,497.084,9.903419,-0.62784,9.260641,-3.45312,416.1026
497148,497.12,11.65104,0.7848001,9.57456,-6.59232,415.6931
497187,497.156,10.63976,0.7848001,9.260641,-5.17968,415.5213
497226,497.196,11.35766,0.94176,9.417601,-6.2784,416.0709
497300,497.272,12.56563,-0.47088,10.04544,-7.53408,416.7209
497337,497.308,11.02302,0.94176,9.417601,-5.65056,415.4896
497373,497.344,10.86658,0.62784,9.260641,-5.65056,415.4896
497412,497.38,11.25196,1.41264,9.88848,-5.17968,416.5201
497485,497.456,10.41273,0.31392,9.57456,-4.08096,416.2506
497520,497.492,11.92173,1.5696,10.2024,-5.96448,416.7315
497557,497.528,10.95914,1.72656,10.2024,-3.61008,416.0789
497594,497.564,10.98384,1.88352,9.88848,-4.39488,415.9784
497632,497.604,10.2217,0.94176,9.731521,-2.98224,415.738
497705,497.676,9.597691,1.09872,8.946721,-3.29616,416.388
497741,497.712,11.01519,2.04048,10.35936,-3.1392,415.3972
497777,497.748,10.93438,1.5696,9.88848,-4.39488,415.8781
497812,497.784,11.17176,2.51136,9.88848,-4.55184,416.4303
498004,497.976,10.11631,1.72656,8.946721,-4.39488,415.8886
498040,498.012,10.46583,1.09872,9.57456,-4.08096,416.2982
498077,498.048,8.914996,1.09872,8.00496,-3.76704,416.2665
498113,498.084,10.53154,1.72656,9.260641,-4.7088,416.2665
498149,498.12,11.39015,1.41264,10.04544,-5.17968,416.026
498220,498.192,10.12118,0.47088,8.946721,-4.7088,416.0974
498257,498.228,9.661651,1.25568,9.103681,-2.98224,416.0974
498292,498.264,10.06137,0.7848001,9.417601,-3.45312,416.8187
498329,498.3,11.59169,0.47088,10.35936,-5.17968,416.6787
498401,498.372,9.21263,0.0,9.103681,1.41264,416.2374
498437,498.408,10.7572,0.7848001,10.04544,-3.76704,416.0974
498473,498.444,10.47171,0.15696,10.2024,-2.3544,416.4092
498508,498.48,10.83479,0.47088,10.35936,-3.1392,416.7183
498581,498.552,9.999967,1.09872,9.260641,-3.61008,416.2374
498617,498.588,10.03317,-0.31392,9.57456,-2.98224,416.5465
498655,498.624,10.23615,-0.47088,9.731521,-3.1392,416.3087
498693,498.664,10.11997,0.7848001,10.04544,-0.94176,416.6496
498728,498.7,12.09,0.62784,10.83024,-5.33664,416.9587
498801,498.772,10.44344,1.41264,9.57456,-3.924,416.7896
498837,498.808,10.10657,-0.7848001,9.57456,-3.1392,416.2083
498872,498.844,10.65133,-0.7848001,10.04544,-3.45312,415.8701
498908,498.88,10.70785,-0.47088,9.88848,-4.08096,416.898
498981,498.952,10.22652,-0.15696,9.731521,-3.1392,416.3193
499021,498.988,10.76292,-0.94176,10.2024,-3.29616,415.6984
499057,499.028,10.55024,0.31392,10.2024,-2.66832,415.6667
499092,499.064,10.96925,0.31392,10.67328,-2.51136,415.4975
499128,499.1,10.8994,0.47088,10.51632,-2.82528,415.4289
499201,499.172,9.798379,0.31392,9.103681,-3.61008,415.0167
499237,499.208,11.34898,0.31392,10.9872,-2.82528,415.3285
499272,499.244,10.52803,0.15696,9.88848,-3.61008,416.9403
499308,499.28,11.12314,0.31392,10.51632,-3.61008,416.0789
499381,499.352,12.56072,2.19744,11.30112,-5.02272,415.9784
499417,499.388,9.512606,-1.5696,8.946721,-2.82528,416.1476
499452,499.424,11.17507,2.82528,10.51632,-2.51136,415.9071
499488,499.46,10.31885,0.15696,10.04544,-2.3544,415.4975
499560,499.532,12.14388,0.0,11.772,-2.98224,415.3575
499597,499.568,9.175116,2.19744,8.632801,-2.19744,415.9784
499632,499.604,10.8994,0.7848001,10.35936,-3.29616,415.598
499668,499.64,9.281898,0.0,8.789761,-2.98224,416.0789
499704,499.676,14.84496,-1.41264,14.44032,-3.1392,416.4884
499777,499.748,11.10541,0.7848001,10.9872,-1.41264,415.7961
499812,499.784,10.35579,0.15696,10.04544,-2.51136,416.7579
499848,499.82,10.26979,0.62784,10.04544,-2.04048,415.8701
499884,499.856,9.828505,0.31392,9.57456,-2.19744,414.9084
499957,499.928,9.78328,1.25568,9.57456,-1.5696,415.5557
499992,499.964,11.03084,0.47088,10.51632,-3.29616,415.6271
500028,500.0,11.43333,2.66832,10.83024,-2.51136,415.5557
500064,500.036,11.0654,2.3544,10.67328,-1.72656,415.5557
500101,500.072,10.55374,2.04048,10.04544,-2.51136,415.0774
500172,500.144,10.45406,1.88352,10.04544,-2.19744,415.0774
500208,500.18,10.69634,1.88352,10.35936,-1.88352,416.0392
500244,500.216,10.29016,1.72656,10.04544,-1.41264,415.2465
500281,500.252,10.98832,2.51136,10.35936,-2.66832,415.487
500352,500.324,10.15884,2.82528,9.57456,-1.88352,415.9969
500388,500.36,9.573274,2.51136,9.103681,-1.5696,415.2782
500427,500.396,10.89714,3.1392,10.04544,-2.82528,415.6878
500464,500.436,10.07605,2.51136,9.57456,-1.88352,415.2095
500536,500.508,10.18911,2.66832,9.731521,-1.41264,415.6165
500573,500.544,9.869777,1.25568,9.57456,-2.04048,416.1978
500608,500.58,9.778244,2.51136,9.260641,-1.88352,415.5081
500645,500.616,10.39616,3.29616,9.57456,-2.3544,415.989
500681,500.652,9.851039,2.66832,9.260641,-2.04048,415.4764
500752,500.724,10.66751,2.98224,9.88848,-2.66832,416.3299
500788,500.76,10.32243,2.51136,9.731521,-2.3544,416.5703
500825,500.796,10.94114,2.98224,9.88848,-3.61008,416.2585
500861,500.832,10.13456,3.1392,9.417601,-2.04048,416.3299
500932,500.904,10.93213,3.29616,9.88848,-3.29616,416.1899
500969,500.94,10.99168,3.76704,9.731521,-3.45312,416.4303
501005,500.976,9.898441,2.82528,9.103681,-2.66832,415.8781
501041,501.012,10.78008,3.29616,9.417601,-4.08096,415.8781
501076,501.048,10.22773,2.82528,9.260641,-3.29616,416.0471
501256,501.228,13.83565,3.924,11.92896,-5.80752,415.8093
501292,501.264,10.7044,3.29616,8.946721,-4.86576,415.9494
501328,501.3,10.44344,2.66832,9.88848,-2.04048,416.6708
501364,501.336,10.90731,5.96448,8.00496,-4.39488,415.5689
501436,501.408,10.31408,2.3544,9.103681,-4.23792,416.0471
501472,501.444,10.42101,2.82528,9.417601,-3.45312,416.4303
501509,501.48,10.56307,2.82528,9.57456,-3.45312,415.8781
501545,501.516,10.46465,2.82528,9.57456,-3.1392,416.3589
501581,501.552,10.13821,2.82528,9.103681,-3.45312,416.5994
501652,501.624,10.87111,4.08096,9.57456,-3.1392,415.849
501689,501.66,11.81274,4.39488,10.04544,-4.39488,416.0894
501725,501.696,9.951809,3.1392,8.789761,-3.45312,415.6772
501761,501.732,10.20723,2.66832,9.103681,-3.76704,416.639
